;type_A;type_B;min_levelset;max_levelset;w_number;m_a;eta_t;k;mt_a;sigma_a;threshold;eta_s;eta_a;z_score;p_value;distance_association;proba
1008;Tumor_CD15;other;0;50.0;0;84620990.0;1889.0;4206.871371853679;37997132.78125866;;;0.0;-0.0;;;889.676480481615;False
1009;Tumor_CD15;other;50;100.0;1;4968.0;1922.0;4280.3635662799215;2230.767515923567;100.56122511642505;5204.803588657028;0.0;-0.0;-6.837987832029347;;889.676480481615;False
1010;Tumor_CD15;other;100;150.0;2;4735.0;1935.0;4309.315036811471;2126.1441602049294;98.39108404511906;4966.693296961771;0.0;-0.0;-4.326458716455681;;889.676480481615;False
1011;Tumor_CD15;other;150;200.0;3;4046.0;1671.0;3721.377481401534;1816.7643658266409;91.54007452790633;4261.560402421941;0.0;-0.0;-3.5462339338548765;;889.676480481615;False
1012;Tumor_CD15;other;200;250.0;4;3505.0;1469.0;3271.516170065143;1573.8406085571864;85.628399246885;3706.6394709704778;0.0;-0.0;-2.7267102034883695;;889.676480481615;False
1013;Tumor_CD15;other;250;300.0;5;3393.0;1407.0;3133.4399259915967;1523.5495534477984;84.33608036707976;3591.5962925677404;0.0;-0.0;-3.077687187721395;;889.676480481615;False
1014;Tumor_CD15;other;300;400.0;6;5716.0;2275.0;5066.507343021239;2566.6399196898365;107.09966049375892;5968.200427346713;0.0;-0.0;-6.064376432048629;;889.676480481615;False
1015;Tumor_CD15;other;400;500.0;7;4850.0;2108.0;4694.592298500559;2177.7822971476044;99.47073058013721;5084.23567026398;0.0;-0.0;-1.5623460347889861;;889.676480481615;False
1016;Tumor_CD15;other;500;600.0;8;3989.0;1832.0;4079.9303087538065;1791.1698109941844;90.94117921245821;4203.150111728249;0.0;0.0;0.9998804671465018;;889.676480481615;False
1017;Tumor_CD15;other;600;700.0;9;3291.0;1679.0;3739.193770959411;1477.7487711160343;83.13661178225365;3486.771759900807;1679.0;201.25122888396572;5.391051684103902;;889.676480481615;False
1018;Tumor_CD15;other;700;800.0;10;2396.0;1314.0;2926.325559881278;1075.8693575186928;71.5170817411164;2564.409857646098;1314.0;238.13064248130718;7.415369125392943;;889.676480481615;False
1019;Tumor_CD15;other;800;900.0;11;1886.0;1142.0;2543.2753343869254;846.8654458598726;63.7423104508941;2036.1016703663513;1142.0;295.1345541401274;10.311445094122814;;889.676480481615;False
1020;Tumor_CD15;other;900;1000.0;12;1548.0;910.0;2026.6029372084956;695.0942259761839;57.9230868637734;1684.3984460168824;910.0;214.9057740238161;8.26273189365925;;889.676480481615;False
1021;Tumor_CD15;other;1000;1100.0;13;1464.0;795.0;1770.4937748140153;657.375934644143;56.37167204173377;1596.7451432957855;795.0;137.62406535585706;5.437017631605961;;889.676480481615;False
1022;Tumor_CD15;other;1100;1200.0;14;1256.0;791.0;1761.585630035077;563.9782608695652;52.310129895693734;1379.1809424365524;791.0;227.02173913043475;9.665157227542991;;889.676480481615;False
1023;Tumor_CD15;other;1200;inf;15;4479.0;2804.0;6244.609490035848;2011.193177097757;95.92500166171418;4704.886116732631;2804.0;792.8068229022431;18.40614500338906;;889.676480481615;False
1024;other;B;0;50.0;0;84669518.0;30.0;38517.333333333336;65946.5575671559;;;0.0;-0.0;;;129.9609135855477;False
1025;other;B;50;100.0;1;2592.0;8.0;10271.288888888888;2.0188313486568816;1782.8624175746147;6790.320158437042;8.0;5.981168651343118;4.307280703878263;;129.9609135855477;False
1026;other;B;100;150.0;2;282.0;1.0;1283.911111111111;0.21964137358072555;600.2463938528355;1695.472240202199;0.0;0.0;1.6691663979521603;;129.9609135855477;False
1027;other;B;150;200.0;3;89.0;4.0;5135.644444444444;0.06931944059817226;337.7751717735729;884.3997452061815;4.0;3.9306805594018277;14.940838954934957;;129.9609135855477;False
1028;other;B;200;250.0;4;21.0;2.0;2567.822222222222;0.01635627250069233;164.1716581305474;407.59471139178123;2.0;1.9836437274993077;15.513166226274079;;129.9609135855477;False
1029;other;B;250;300.0;5;6.0;0.0;0.0;0.004673220714483522;87.7648373021147;212.6703981278997;0.0;-0.0;-0.06836450889034383;;129.9609135855477;False
1030;other;B;300;400.0;6;4.0;0.0;0.0;0.003115480476322348;71.6609300029583;172.74859441652595;0.0;-0.0;-0.05581842155599812;;129.9609135855477;False
1031;other;B;400;500.0;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;129.9609135855477;False
1032;other;B;500;600.0;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;129.9609135855477;False
1033;other;B;600;700.0;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;129.9609135855477;False
1034;other;B;700;800.0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;129.9609135855477;False
1035;other;B;800;900.0;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;129.9609135855477;False
1036;other;B;900;1000.0;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;129.9609135855477;False
1037;other;B;1000;1100.0;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;129.9609135855477;False
1038;other;B;1100;1200.0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;129.9609135855477;False
1039;other;B;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;129.9609135855477;False
1040;other;BnT;0;50.0;0;84669518.0;1.0;7222.0;11723.832456383274;;;0.0;-0.0;;;168.94179086386453;False
1041;other;BnT;50;100.0;1;2592.0;1.0;7222.0;0.35890335087233455;4228.429495687495;12549.190535445021;0.0;0.0;1.0949691853020278;;168.94179086386453;False
1042;other;BnT;100;150.0;2;282.0;1.0;7222.0;0.0390473553032401;1423.609321408089;3634.3437663446753;1.0;0.9609526446967599;4.874932957825578;;168.94179086386453;False
1043;other;BnT;150;200.0;3;89.0;4.0;28888.0;0.012323456106341734;801.1041598943299;1975.4561338768467;4.0;3.987676543893658;35.94913301136615;;168.94179086386453;False
1044;other;BnT;200;250.0;4;21.0;1.0;7222.0;0.0029077817779008587;389.36727520427286;937.8898645301039;1.0;0.9970922182220991;18.494106871775898;;168.94179086386453;False
1045;other;BnT;250;300.0;5;6.0;0.0;0.0;0.0008307947936859596;208.15258826159234;496.16188726347156;0.0;-0.0;-0.028825007894975576;;168.94179086386453;False
1046;other;BnT;300;400.0;6;4.0;0.0;0.0;0.0005538631957906397;169.95881854143371;404.2224327311459;0.0;-0.0;-0.023535113001652532;;168.94179086386453;False
1047;other;BnT;400;500.0;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;168.94179086386453;False
1048;other;BnT;500;600.0;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;168.94179086386453;False
1049;other;BnT;600;700.0;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;168.94179086386453;False
1050;other;BnT;700;800.0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;168.94179086386453;False
1051;other;BnT;800;900.0;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;168.94179086386453;False
1052;other;BnT;900;1000.0;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;168.94179086386453;False
1053;other;BnT;1000;1100.0;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;168.94179086386453;False
1054;other;BnT;1100;1200.0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;168.94179086386453;False
1055;other;BnT;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;168.94179086386453;False
1056;other;DC;0;50.0;0;84669518.0;307.0;52322.21828908555;496797.4003392412;;;0.0;-0.0;;;145.28774290802377;False
1057;other;DC;50;100.0;1;2592.0;14.0;2386.029498525074;15.208529493215176;649.567425836583;4121.614394959141;0.0;-0.0;-0.3170887167096704;;145.28774290802377;False
1058;other;DC;100;150.0;2;282.0;10.0;1704.3067846607669;1.6546316809747992;218.6935464448761;796.9839468873012;10.0;8.345368319025201;6.503652292360962;;145.28774290802377;False
1059;other;DC;150;200.0;3;89.0;5.0;852.1533923303834;0.522206452506231;123.06487964390944;378.7956454247992;5.0;4.477793547493769;6.201228120797601;;145.28774290802377;False
1060;other;DC;200;250.0;4;21.0;3.0;511.2920353982301;0.12321725283854888;59.814240468569515;161.8517724336889;3.0;2.8767827471614513;8.196911497285717;;145.28774290802377;False
1061;other;DC;250;300.0;5;6.0;0.0;0.0;0.03520492938244254;31.976207969460585;81.29821549056417;0.0;-0.0;-0.18763951015487518;;145.28774290802377;False
1062;other;DC;300;400.0;6;4.0;0.0;0.0;0.02346995292162836;26.10891641229465;65.48179972170898;0.0;-0.0;-0.15320436654032896;;145.28774290802377;False
1063;other;DC;400;500.0;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;145.28774290802377;False
1064;other;DC;500;600.0;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;145.28774290802377;False
1065;other;DC;600;700.0;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;145.28774290802377;False
1066;other;DC;700;800.0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;145.28774290802377;False
1067;other;DC;800;900.0;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;145.28774290802377;False
1068;other;DC;900;1000.0;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;145.28774290802377;False
1069;other;DC;1000;1100.0;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;145.28774290802377;False
1070;other;DC;1100;1200.0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;145.28774290802377;False
1071;other;DC;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;145.28774290802377;False
1072;other;MacCD163;0;50.0;0;84669518.0;4182.0;49109.6;7210156.960675713;;;0.0;-0.0;;;155.7982957475935;False
1073;other;MacCD163;50;100.0;1;2592.0;402.0;4720.721951219512;220.72556078648574;170.50673400620695;2993.5126750505765;402.0;181.27443921351426;12.484679644042801;;155.7982957475935;False
1074;other;MacCD163;100;150.0;2;282.0;103.0;1209.5382113821138;24.014123511492663;57.40546842312193;417.1795477371587;103.0;78.98587648850733;16.15766296941351;;155.7982957475935;False
1075;other;MacCD163;150;200.0;3;89.0;95.0;1115.5934959349593;7.578925505400166;32.30363756606987;165.0692532679961;95.0;87.42107449459984;31.779501421017738;;155.7982957475935;False
1076;other;MacCD163;200;250.0;4;21.0;56.0;657.6130081300813;1.788285793409028;15.700803925354874;57.97256780652627;56.0;54.21171420659097;40.54652304153861;;155.7982957475935;False
1077;other;MacCD163;250;300.0;5;6.0;37.0;434.49430894308944;0.5109387981168652;8.393522473443143;25.765234968881668;37.0;36.48906120188313;51.0505941097832;;155.7982957475935;False
1078;other;MacCD163;300;400.0;6;4.0;39.0;457.98048780487807;0.3406258654112434;6.8534010309522175;20.138526124322055;39.0;38.65937413458876;66.24163473792831;;155.7982957475935;False
1079;other;MacCD163;400;500.0;7;0.0;4.0;46.97235772357723;0.0;0.0;0.0;4.0;4.0;inf;;155.7982957475935;False
1080;other;MacCD163;500;600.0;8;0.0;2.0;23.486178861788616;0.0;0.0;0.0;2.0;2.0;inf;;155.7982957475935;False
1081;other;MacCD163;600;700.0;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;155.7982957475935;False
1082;other;MacCD163;700;800.0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;155.7982957475935;False
1083;other;MacCD163;800;900.0;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;155.7982957475935;False
1084;other;MacCD163;900;1000.0;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;155.7982957475935;False
1085;other;MacCD163;1000;1100.0;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;155.7982957475935;False
1086;other;MacCD163;1100;1200.0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;155.7982957475935;False
1087;other;MacCD163;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;155.7982957475935;False
1088;other;Neutrophil;0;50.0;0;84669518.0;333.0;45917.4415274463;614035.724903074;;;0.0;-0.0;;;123.00250571803507;False
1089;other;Neutrophil;50;100.0;1;2592.0;48.0;6618.73031026253;18.79756300193852;584.2746926470292;3967.861758049521;48.0;29.20243699806148;6.891844471338673;;123.00250571803507;False
1090;other;Neutrophil;100;150.0;2;282.0;20.0;2757.8042959427207;2.0451052340072002;196.7110719389964;745.2191752814738;20.0;17.9548947659928;12.585993617636895;;123.00250571803507;False
1091;other;Neutrophil;150;200.0;3;89.0;11.0;1516.7923627684963;0.6454410135696483;110.69473601910302;349.6661832571932;11.0;10.354558986430352;12.898466667124051;;123.00250571803507;False
1092;other;Neutrophil;200;250.0;4;21.0;2.0;275.78042959427205;0.15229507061755745;53.801877335026795;147.69373920881742;2.0;1.8477049293824426;4.735530472435793;;123.00250571803507;False
1093;other;Neutrophil;250;300.0;5;6.0;3.0;413.67064439140813;0.04351287731930213;28.762047387632208;73.72944572452637;3.0;2.9564871226806977;14.173909071810655;;123.00250571803507;False
1094;other;Neutrophil;300;400.0;6;4.0;2.0;275.78042959427205;0.029008584879534755;23.48451985949524;59.30181811306681;2.0;1.9709914151204653;11.572747972719826;;123.00250571803507;False
1095;other;Neutrophil;400;500.0;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;123.00250571803507;False
1096;other;Neutrophil;500;600.0;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;123.00250571803507;False
1097;other;Neutrophil;600;700.0;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;123.00250571803507;False
1098;other;Neutrophil;700;800.0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;123.00250571803507;False
1099;other;Neutrophil;800;900.0;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;123.00250571803507;False
1100;other;Neutrophil;900;1000.0;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;123.00250571803507;False
1101;other;Neutrophil;1000;1100.0;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;123.00250571803507;False
1102;other;Neutrophil;1100;1200.0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;123.00250571803507;False
1103;other;Neutrophil;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;123.00250571803507;False
1104;other;T;0;50.0;0;84669518.0;2427.0;44914.270339525945;4575225.616103573;;;0.0;-0.0;;;164.39488150145075;False
1105;other;T;50;100.0;1;2592.0;265.0;4904.112748238309;140.06203267792856;214.04625698227707;3096.0404165057116;265.0;124.93796732207144;10.801930296915918;;164.39488150145075;False
1106;other;T;100;150.0;2;282.0;122.0;2257.742472773863;15.238230407089448;72.06416636797611;451.69814349175533;122.0;106.76176959291055;27.416434163482446;;164.39488150145075;False
1107;other;T;150;200.0;3;89.0;140.0;2590.85201793722;4.809228745499862;40.55249048215082;184.49381746329556;140.0;135.19077125450013;61.694164481424636;;164.39488150145075;False
1108;other;T;200;250.0;4;21.0;105.0;1943.1390134529147;1.13476183882581;19.710062077152415;67.41364926808285;105.0;103.86523816117419;97.52069810480339;;164.39488150145075;False
1109;other;T;250;300.0;5;6.0;40.0;740.2434336963485;0.3242176682359457;10.536839373579975;30.812360568177475;40.0;39.675782331764054;69.68346082387734;;164.39488150145075;False
1110;other;T;300;400.0;6;4.0;17.0;314.6034593209481;0.21614511215729715;8.603442244224793;24.2595582529666;17.0;16.783854887842704;36.10223100288096;;164.39488150145075;False
1111;other;T;400;500.0;7;0.0;5.0;92.53042921204356;0.0;0.0;0.0;5.0;5.0;inf;;164.39488150145075;False
1112;other;T;500;600.0;8;0.0;1.0;18.506085842408712;0.0;0.0;0.0;1.0;1.0;inf;;164.39488150145075;False
1113;other;T;600;700.0;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;164.39488150145075;False
1114;other;T;700;800.0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;164.39488150145075;False
1115;other;T;800;900.0;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;164.39488150145075;False
1116;other;T;900;1000.0;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;164.39488150145075;False
1117;other;T;1000;1100.0;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;164.39488150145075;False
1118;other;T;1100;1200.0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;164.39488150145075;False
1119;other;T;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;164.39488150145075;False
1120;other;Tumor;0;50.0;0;84669518.0;24102.0;49058.205108331866;41597623.0343049;;;0.0;-0.0;;;124.66668738240209;False
1121;other;Tumor;50;100.0;1;2592.0;2541.0;5172.056226880394;1273.433951813902;70.9871332311395;2759.16192427197;2541.0;1267.566048186098;36.34540668770966;;124.66668738240209;False
1122;other;Tumor;100;150.0;2;282.0;868.0;1766.7630086313193;138.5448975353088;23.89964043883325;338.2793523743968;868.0;729.4551024646912;62.12490988855243;;124.66668738240209;False
1123;other;Tumor;150;200.0;3;89.0;478.0;972.9409194997357;43.72516269731376;13.448985678592418;120.6699410612836;478.0;434.27483730268625;65.72547109680985;;124.66668738240209;False
1124;other;Tumor;200;250.0;4;21.0;227.0;462.0451646996653;10.317173220714484;6.536721652557085;36.39280317622926;227.0;216.6828267792855;67.47192065722025;;124.66668738240209;False
1125;other;Tumor;250;300.0;5;6.0;72.0;146.55177030121544;2.9477637773469954;3.494478394496618;14.228867770288206;72.0;69.05223622265301;40.22110153050811;;124.66668738240209;False
1126;other;Tumor;300;400.0;6;4.0;94.0;191.3314778932535;1.9651758515646636;2.8532790502744816;10.718958701653218;94.0;92.03482414843533;65.65480438207838;;124.66668738240209;False
1127;other;Tumor;400;500.0;7;0.0;3.0;6.106323762550643;0.0;0.0;0.0;3.0;3.0;inf;;124.66668738240209;False
1128;other;Tumor;500;600.0;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;124.66668738240209;False
1129;other;Tumor;600;700.0;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;124.66668738240209;False
1130;other;Tumor;700;800.0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;124.66668738240209;False
1131;other;Tumor;800;900.0;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;124.66668738240209;False
1132;other;Tumor;900;1000.0;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;124.66668738240209;False
1133;other;Tumor;1000;1100.0;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;124.66668738240209;False
1134;other;Tumor;1100;1200.0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;124.66668738240209;False
1135;other;Tumor;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;124.66668738240209;False
1136;other;Tumor_CD15;0;50.0;0;84669518.0;981.0;46725.685078318216;1777626.0961991139;;;0.0;-0.0;;;135.30750283901517;False
1137;other;Tumor_CD15;50;100.0;1;2592.0;115.0;5477.526793075021;54.418720576017726;343.39477808948425;3400.6329068040723;115.0;60.581279423982274;8.402943134805298;;135.30750283901517;False
1138;other;Tumor_CD15;100;150.0;2;282.0;61.0;2905.4707337180544;5.92055524785378;115.6126660051048;554.247023368289;61.0;55.079444752146216;22.691897214810503;;135.30750283901517;False
1139;other;Tumor_CD15;150;200.0;3;89.0;26.0;1238.3973619126134;1.8685440321240654;65.0584302029964;242.20089554026288;26.0;24.131455967875933;17.66715486872715;;135.30750283901517;False
1140;other;Tumor_CD15;200;250.0;4;21.0;14.0;666.8293487221764;0.44089241207421764;31.62088647816966;95.461497320442;14.0;13.559107587925782;20.424137987657062;;135.30750283901517;False
1141;other;Tumor_CD15;250;300.0;5;6.0;10.0;476.3066776586974;0.1259692605926336;16.90426952317428;45.806512719776556;10.0;9.874030739407367;27.82176875575416;;135.30750283901517;False
1142;other;Tumor_CD15;300;400.0;6;4.0;6.0;285.78400659521844;0.08397950706175575;13.802517184432185;36.50244413778505;6.0;5.9160204929382445;20.415407047132078;;135.30750283901517;False
1143;other;Tumor_CD15;400;500.0;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;135.30750283901517;False
1144;other;Tumor_CD15;500;600.0;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;135.30750283901517;False
1145;other;Tumor_CD15;600;700.0;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;135.30750283901517;False
1146;other;Tumor_CD15;700;800.0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;135.30750283901517;False
1147;other;Tumor_CD15;800;900.0;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;135.30750283901517;False
1148;other;Tumor_CD15;900;1000.0;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;135.30750283901517;False
1149;other;Tumor_CD15;1000;1100.0;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;135.30750283901517;False
1150;other;Tumor_CD15;1100;1200.0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;135.30750283901517;False
1151;other;Tumor_CD15;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;135.30750283901517;False
