;type_A;type_B;min_levelset;max_levelset;w_number;m_a;eta_t;k;mt_a;sigma_a;threshold;eta_s;eta_a;z_score;p_value;distance_association;proba
363;DC;Tumor_CD15;800;900.0;11;1116.0;19.0;904.9826875515251;23.43028247022985;228.31791087295713;1653.6475931632292;0.0;-0.0;-0.9242258377438078;;649.6330710130933;False
364;DC;Tumor_CD15;900;1000.0;12;548.0;12.0;571.5680131904369;11.505192467460537;160.7918985051702;926.6359856785567;0.0;0.0;0.14657463099534873;;649.6330710130933;False
365;DC;Tumor_CD15;1000;1100.0;13;179.0;18.0;857.3520197856554;3.7580829410135697;92.19259653426406;396.0969743223358;18.0;14.24191705898643;7.357988008652527;;649.6330710130933;False
366;DC;Tumor_CD15;1100;1200.0;14;107.0;0.0;0.0;2.2464518139019662;71.32350852923624;274.9540275665814;0.0;-0.0;-1.5002066248064565;;649.6330710130933;False
367;DC;Tumor_CD15;1200;inf;15;65.0;0.0;0.0;1.3646669897535308;55.6103435075603;195.95235160265972;0.0;-0.0;-1.168847302501614;;649.6330710130933;False
368;DC;other;0;50.0;0;84617878.0;1011.0;2251.5335928766913;37995735.40837026;;;0.0;-0.0;;;739.1841765001203;False
369;DC;other;50;100.0;1;4630.0;1764.0;3928.491847511853;2078.996296039878;97.3902967810656;4859.336623051567;0.0;-0.0;-7.2030600139266925;;739.1841765001203;False
370;DC;other;100;150.0;2;5618.0;2302.0;5126.637320279074;2522.635246469122;106.27747670369347;5868.264332477167;0.0;-0.0;-4.623394297277759;;739.1841765001203;False
371;DC;other;150;200.0;3;6014.0;2516.0;5603.22306595228;2700.45004846303;109.54111021845597;6271.949602097365;0.0;-0.0;-3.74997964899675;;739.1841765001203;False
372;DC;other;200;250.0;4;5921.0;2330.0;5188.994333731643;2658.6905116311273;108.78844072425923;6177.177200885147;0.0;-0.0;-6.7287081365908765;;739.1841765001203;False
373;DC;other;250;300.0;5;5670.0;2209.0;4919.522954168755;2545.9846649127667;106.7149583439378;5921.294523012947;0.0;-0.0;-7.03253843207706;;739.1841765001203;False
374;DC;other;300;400.0;6;9779.0;4027.0;8968.274756196277;4391.037749238438;134.50677866674408;10095.73925859699;0.0;-0.0;-6.027393205307425;;739.1841765001203;False
375;DC;other;400;500.0;7;6961.0;3170.0;7059.704737308715;3125.6788805040155;116.76741987149175;7235.966260919934;0.0;0.0;0.8453105962035014;;739.1841765001203;False
376;DC;other;500;600.0;8;4000.0;2217.0;4937.339243726631;1796.1091110495709;91.05716933311662;4214.4232475894005;2217.0;420.89088895042914;10.293964226996126;;739.1841765001203;False
377;DC;other;600;700.0;9;2400.0;1465.0;3262.6080252862043;1077.6654666297425;71.57416893161094;2568.544287706589;1465.0;387.33453337025753;12.051946088405519;;739.1841765001203;False
378;DC;other;700;800.0;10;1626.0;1200.0;2672.4434336815325;730.1183536416505;59.32326604291424;1765.6956160145583;1200.0;469.8816463583495;17.639680069612805;;739.1841765001203;False
379;DC;other;800;900.0;11;1116.0;825.0;1837.3048606560537;501.1144419828302;49.36967685212778;1232.256704668091;825.0;323.8855580171698;14.610281181635205;;739.1841765001203;False
380;DC;other;900;1000.0;12;548.0;359.0;799.5059939097251;246.0669482137912;34.76838080415625;629.8732800508964;359.0;112.93305178620881;7.233756306524916;;739.1841765001203;False
381;DC;other;1000;1100.0;13;179.0;186.0;414.22873222063754;80.3758827194683;19.93500501845347;225.94334941524681;186.0;105.6241172805317;11.799782944769294;;739.1841765001203;False
382;DC;other;1100;1200.0;14;107.0;104.0;231.6117642523995;48.04591872057602;15.422436875780994;143.3170634983136;104.0;55.95408127942398;8.079901072448976;;739.1841765001203;False
383;DC;other;1200;inf;15;65.0;258.0;574.5753382415295;29.186773054555523;12.024745137632818;93.3161108864862;258.0;228.81322694544448;42.37722566333278;;739.1841765001203;False
384;MacCD163;B;0;50.0;0;84640367.0;12.0;15406.933333333332;65923.8527243146;;;0.0;-0.0;;;369.83905778822685;False
385;MacCD163;B;50;100.0;1;15620.0;16.0;20542.577777777777;12.16595126003877;3825.2863945069525;24627.86107976914;0.0;0.0;1.286852086381432;;369.83905778822685;False
386;MacCD163;B;100;150.0;2;8176.0;5.0;6419.555555555556;6.36804209360288;3001.960840665462;15245.07756199699;0.0;-0.0;-0.5850990528094574;;369.83905778822685;False
387;MacCD163;B;150;200.0;3;4022.0;5.0;6419.555555555556;3.1326156189421215;2191.897138705798;9183.523318870397;0.0;0.0;1.0938266733498216;;369.83905778822685;False
388;MacCD163;B;200;250.0;4;2242.0;0.0;0.0;1.7462268069786762;1663.3782759459405;6158.956506666522;0.0;-0.0;-1.3478593729529174;;369.83905778822685;False
389;MacCD163;B;250;300.0;5;1047.0;0.0;0.0;0.8154770146773747;1148.8667169577736;3752.3743741610633;0.0;-0.0;-0.9113328679000127;;369.83905778822685;False
390;MacCD163;B;300;400.0;6;645.0;5.0;6419.555555555556;0.5023712268069787;904.9185967072765;2775.920450647572;5.0;4.497628773193021;6.381298358291461;;369.83905778822685;False
391;MacCD163;B;400;500.0;7;218.0;1.0;1283.911111111111;0.16979368595956798;528.049745131397;1461.4621246088975;0.0;0.0;2.018580864660536;;369.83905778822685;False
392;MacCD163;B;500;600.0;8;145.0;1.0;1283.911111111111;0.11293616726668512;430.92909960791565;1159.7604817438582;1.0;0.8870638327333149;2.642919942392748;;369.83905778822685;False
393;MacCD163;B;600;700.0;9;30.0;0.0;0.0;0.023366103572417612;196.20737328992843;492.0330556059935;0.0;-0.0;-0.15289945274212555;;369.83905778822685;False
394;MacCD163;B;700;800.0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;369.83905778822685;False
395;MacCD163;B;800;900.0;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;369.83905778822685;False
396;MacCD163;B;900;1000.0;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;369.83905778822685;False
397;MacCD163;B;1000;1100.0;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;369.83905778822685;False
398;MacCD163;B;1100;1200.0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;369.83905778822685;False
399;MacCD163;B;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;369.83905778822685;False
400;MacCD163;BnT;0;50.0;0;84640367.0;1.0;7222.0;11719.79603987815;;;0.0;-0.0;;;178.46301250438515;False
401;MacCD163;BnT;50;100.0;1;15620.0;0.0;0.0;2.162835779562448;9072.463281821536;36984.018393840626;0.0;-0.0;-1.7216933830195533;;178.46301250438515;False
402;MacCD163;BnT;100;150.0;2;8176.0;2.0;14444.0;1.1320963721960675;7119.775277352508;24941.789539225472;0.0;0.0;0.8803648648768531;;178.46301250438515;False
403;MacCD163;BnT;150;200.0;3;4022.0;5.0;36110.0;0.5569094433674883;5198.540516337253;16263.627412776506;5.0;4.443090556632511;6.172501666411616;;178.46301250438515;False
404;MacCD163;BnT;200;250.0;4;2242.0;0.0;0.0;0.31044032124065357;3945.0479718249308;11531.87804266204;0.0;-0.0;-0.5683074112183427;;178.46301250438515;False
405;MacCD163;BnT;250;300.0;5;1047.0;0.0;0.0;0.14497369149819994;2724.7766651599172;7463.358709351156;0.0;-0.0;-0.38425167588498543;;178.46301250438515;False
406;MacCD163;BnT;300;400.0;6;645.0;0.0;0.0;0.08931044032124065;2146.202896978755;5698.921602509065;0.0;-0.0;-0.3005307657109107;;178.46301250438515;False
407;MacCD163;BnT;400;500.0;7;218.0;0.0;0.0;0.030185544170589863;1252.3799343649673;3167.1293734371698;0.0;-0.0;-0.17406858255880572;;178.46301250438515;False
408;MacCD163;BnT;500;600.0;8;145.0;0.0;0.0;0.020077540847410688;1022.0380986049395;2551.7158013802295;0.0;-0.0;-0.1418733804521788;;178.46301250438515;False
409;MacCD163;BnT;600;700.0;9;30.0;0.0;0.0;0.004153973968429798;465.346644986294;1125.807607501626;0.0;-0.0;-0.06446806982111926;;178.46301250438515;False
410;MacCD163;BnT;700;800.0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;178.46301250438515;False
411;MacCD163;BnT;800;900.0;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;178.46301250438515;False
412;MacCD163;BnT;900;1000.0;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;178.46301250438515;False
413;MacCD163;BnT;1000;1100.0;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;178.46301250438515;False
414;MacCD163;BnT;1100;1200.0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;178.46301250438515;False
415;MacCD163;BnT;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;178.46301250438515;False
416;MacCD163;DC;0;50.0;0;84640367.0;135.0;23008.141592920354;496626.3571898366;;;0.0;-0.0;;;340.31453635700194;False
417;MacCD163;DC;50;100.0;1;15620.0;88.0;14997.89970501475;91.65016615895874;1393.7034130473469;18901.920733871943;0.0;-0.0;-0.4463649074554688;;340.31453635700194;False
418;MacCD163;DC;100;150.0;2;8176.0;47.0;8010.241887905605;47.97258377180837;1093.7332889578845;10751.545072755654;0.0;-0.0;-0.15155258943643415;;340.31453635700194;False
419;MacCD163;DC;150;200.0;3;4022.0;26.0;4431.1976401179945;23.599037662697313;798.5949830187108;5902.54747387361;0.0;0.0;0.512396958181751;;340.31453635700194;False
420;MacCD163;DC;200;250.0;4;2242.0;17.0;2897.321533923304;13.154908612572694;606.034618402336;3669.102467396503;0.0;0.0;1.0813268978773867;;340.31453635700194;False
421;MacCD163;DC;250;300.0;5;1047.0;12.0;2045.1681415929204;6.143260177236223;418.5776695987564;2032.6750867734934;12.0;5.856739822763777;2.3846664886584907;;340.31453635700194;False
422;MacCD163;DC;300;400.0;6;645.0;8.0;1363.4454277286136;3.7845299086125728;329.6977027842914;1421.3787593171055;0.0;0.0;2.1791035292674303;;340.31453635700194;False
423;MacCD163;DC;400;500.0;7;218.0;6.0;1022.5840707964602;1.2791124342287454;192.38944647522706;671.0425250122736;6.0;4.720887565771255;4.182059284109755;;340.31453635700194;False
424;MacCD163;DC;500;600.0;8;145.0;0.0;0.0;0.8507857934090279;157.00454684057266;514.7174540611811;0.0;-0.0;-0.9235401325493939;;340.31453635700194;False
425;MacCD163;DC;600;700.0;9;30.0;0.0;0.0;0.17602464691221267;71.48612093774332;198.33695052570462;0.0;-0.0;-0.41966188130597765;;340.31453635700194;False
426;MacCD163;DC;700;800.0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;340.31453635700194;False
427;MacCD163;DC;800;900.0;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;340.31453635700194;False
428;MacCD163;DC;900;1000.0;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;340.31453635700194;False
429;MacCD163;DC;1000;1100.0;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;340.31453635700194;False
430;MacCD163;DC;1100;1200.0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;340.31453635700194;False
431;MacCD163;DC;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;340.31453635700194;False
432;MacCD163;Neutrophil;0;50.0;0;84640367.0;132.0;18201.508353221958;613824.3175886181;;;0.0;-0.0;;;345.00532537167084;False
433;MacCD163;Neutrophil;50;100.0;1;15620.0;123.0;16960.496420047733;113.27852395458322;1253.6121746724039;18572.031077613417;0.0;0.0;1.0693071167708101;;345.00532537167084;False
434;MacCD163;Neutrophil;100;150.0;2;8176.0;57.0;7859.7422434367545;59.29354749376904;983.794223395157;10492.658357436572;0.0;-0.0;-0.32146738519343326;;345.00532537167084;False
435;MacCD163;Neutrophil;150;200.0;3;4022.0;28.0;3860.926014319809;29.168132096372197;718.3224091814341;5713.520007935364;0.0;-0.0;-0.22423633680556243;;345.00532537167084;False
436;MacCD163;Neutrophil;200;250.0;4;2242.0;22.0;3033.5847255369927;16.259311824979232;545.117683425163;3525.654047830409;0.0;0.0;1.4521354738727092;;345.00532537167084;False
437;MacCD163;Neutrophil;250;300.0;5;1047.0;23.0;3171.474940334129;7.592997092218222;376.50339214400543;1933.5977348428519;23.0;15.407002907781777;5.642644886241974;;345.00532537167084;False
438;MacCD163;Neutrophil;300;400.0;6;645.0;20.0;2757.8042959427207;4.6776343118249795;296.5573954276241;1343.339299255139;20.0;15.32236568817502;7.1244363773027475;;345.00532537167084;False
439;MacCD163;Neutrophil;400;500.0;7;218.0;12.0;1654.6825775656325;1.5809678759346442;173.05098783713464;625.5039349712916;12.0;10.419032124065357;8.302076720404239;;345.00532537167084;False
440;MacCD163;Neutrophil;500;600.0;8;145.0;2.0;275.78042959427205;1.0515612018831348;141.22288110632556;477.554471246198;0.0;0.0;0.9260569432499294;;345.00532537167084;False
441;MacCD163;Neutrophil;600;700.0;9;30.0;0.0;0.0;0.21756438659651067;64.30053244378074;181.41618270477778;0.0;-0.0;-0.46655912260492727;;345.00532537167084;False
442;MacCD163;Neutrophil;700;800.0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;345.00532537167084;False
443;MacCD163;Neutrophil;800;900.0;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;345.00532537167084;False
444;MacCD163;Neutrophil;900;1000.0;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;345.00532537167084;False
445;MacCD163;Neutrophil;1000;1100.0;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;345.00532537167084;False
446;MacCD163;Neutrophil;1100;1200.0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;345.00532537167084;False
447;MacCD163;Neutrophil;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;345.00532537167084;False
448;MacCD163;T;0;50.0;0;84640367.0;1288.0;23835.838565022423;4573650.404562448;;;0.0;-0.0;;;221.11200856501753;False
449;MacCD163;T;50;100.0;1;15620.0;793.0;14675.326073030108;844.0466629742454;459.25486260645584;16701.462556243616;0.0;-0.0;-2.056970984713124;;221.11200856501753;False
450;MacCD163;T;100;150.0;2;8176.0;437.0;8087.159513132608;441.8006092495154;360.4083384212794;9024.696779710726;0.0;-0.0;-0.24649953232643373;;221.11200856501753;False
451;MacCD163;T;150;200.0;3;4022.0;281.0;5200.210121716848;217.3339102741623;263.15400089502646;4641.680316237701;281.0;63.66608972583771;4.477264710814116;;221.11200856501753;False
452;MacCD163;T;200;250.0;4;2242.0;166.0;3072.0102498398464;121.14933536416505;199.7012727410645;2712.260560068851;166.0;44.850664635834946;4.156259188773671;;221.11200856501753;False
453;MacCD163;T;250;300.0;5;1047.0;85.0;1573.0172966047405;56.575983107172526;137.93022844177878;1371.8008667503987;85.0;28.424016892827474;3.8136476865676747;;221.11200856501753;False
454;MacCD163;T;300;400.0;6;645.0;49.0;906.7982062780269;34.853399335364166;108.64239247487583;900.8332835399572;49.0;14.146600664635834;2.409724236683845;;221.11200856501753;False
455;MacCD163;T;400;500.0;7;218.0;10.0;185.06085842408712;11.779908612572694;63.3964069979004;367.2871299815962;0.0;-0.0;-0.519574265099973;;221.11200856501753;False
456;MacCD163;T;500;600.0;8;145.0;12.0;222.07303010890456;7.835260315702022;51.73633135488813;266.82975013085377;0.0;0.0;1.489727394472909;;221.11200856501753;False
457;MacCD163;T;600;700.0;9;30.0;1.0;18.506085842408712;1.6210883411797286;23.55619448312026;85.47059895349906;0.0;-0.0;-0.487935951022459;;221.11200856501753;False
458;MacCD163;T;700;800.0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;221.11200856501753;False
459;MacCD163;T;800;900.0;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;221.11200856501753;False
460;MacCD163;T;900;1000.0;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;221.11200856501753;False
461;MacCD163;T;1000;1100.0;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;221.11200856501753;False
462;MacCD163;T;1100;1200.0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;221.11200856501753;False
463;MacCD163;T;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;221.11200856501753;False
464;MacCD163;Tumor;0;50.0;0;84640367.0;10794.0;21970.552897657213;41583301.32399266;;;0.0;-0.0;;;336.3364681474411;False
465;MacCD163;Tumor;50;100.0;1;15620.0;7629.0;15528.381328166284;7674.011700360011;152.30906897658343;15978.66044866606;0.0;-0.0;-0.6015312971796943;;336.3364681474411;False
466;MacCD163;Tumor;100;150.0;2;8176.0;4026.0;8194.686489342963;4016.819440598172;119.52722321719152;8457.465101158732;0.0;0.0;0.15633668079955212;;336.3364681474411;False
467;MacCD163;Tumor;150;200.0;3;4022.0;2294.0;4669.302237097058;1975.9843187482693;87.27341643441765;4227.5131904181;2294.0;318.0156812517307;7.41694623108377;;336.3364681474411;False
468;MacCD163;Tumor;200;250.0;4;2242.0;1343.0;2733.5976043685046;1101.4810648019939;66.22970686038138;2397.95904129135;1343.0;241.51893519800615;7.422614830605242;;336.3364681474411;False
469;MacCD163;Tumor;250;300.0;5;1047.0;826.0;1681.2744759556103;514.3847791470507;45.743717461075576;1154.718222811573;826.0;311.6152208529493;13.86582707221663;;336.3364681474411;False
470;MacCD163;Tumor;300;400.0;6;645.0;706.0;1437.0215254535847;316.88460606480197;36.030585621510426;729.8455452557366;706.0;389.11539393519803;21.981922075136747;;336.3364681474411;False
471;MacCD163;Tumor;400;500.0;7;218.0;412.0;838.6017967236216;107.10208391027416;21.025031006770302;267.5101644621399;412.0;304.89791608972587;29.517283305017752;;336.3364681474411;False
472;MacCD163;Tumor;500;600.0;8;145.0;258.0;525.1438435793553;71.23762461921905;17.15803816688051;185.40409220877632;258.0;186.76237538078095;22.15543757870478;;336.3364681474411;False
473;MacCD163;Tumor;600;700.0;9;30.0;96.0;195.40236040162057;14.738818886734977;7.812267963790404;48.39648519828676;96.0;81.26118111326502;21.172130957137526;;336.3364681474411;False
474;MacCD163;Tumor;700;800.0;10;0.0;1.0;2.0354412541835476;0.0;0.0;0.0;1.0;1.0;inf;;336.3364681474411;False
475;MacCD163;Tumor;800;900.0;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;336.3364681474411;False
476;MacCD163;Tumor;900;1000.0;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;336.3364681474411;False
477;MacCD163;Tumor;1000;1100.0;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;336.3364681474411;False
478;MacCD163;Tumor;1100;1200.0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;336.3364681474411;False
479;MacCD163;Tumor;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;336.3364681474411;False
480;MacCD163;Tumor_CD15;0;50.0;0;84640367.0;402.0;19147.528441879636;1777014.0745465246;;;0.0;-0.0;;;366.25280636079094;False
481;MacCD163;Tumor_CD15;50;100.0;1;15620.0;315.0;15003.66034624897;327.9399750761562;736.7833656830469;17354.992238355808;0.0;-0.0;-0.8365276449742363;;366.25280636079094;False
482;MacCD163;Tumor_CD15;100;150.0;2;8176.0;147.0;7001.708161582853;171.65411243422875;578.2037169845134;9537.565702866534;0.0;-0.0;-2.030930974538511;;366.25280636079094;False
483;MacCD163;Tumor_CD15;150;200.0;3;4022.0;73.0;3477.0387469084912;84.4413943505954;422.17841608036053;5016.154196765449;0.0;-0.0;-1.2908316302645297;;366.25280636079094;False
484;MacCD163;Tumor_CD15;200;250.0;4;2242.0;71.0;3381.777411376752;47.0705137081141;320.3810952077686;2996.4398250442227;71.0;23.9294862918859;3.5575676231383158;;366.25280636079094;False
485;MacCD163;Tumor_CD15;250;300.0;5;1047.0;62.0;2953.1014014839243;21.981635973414566;221.28170263457704;1568.07858896248;62.0;40.01836402658543;8.613913300512;;366.25280636079094;False
486;MacCD163;Tumor_CD15;300;400.0;6;645.0;74.0;3524.669414674361;13.541695513708115;174.2951770378758;1055.433776641008;74.0;60.45830448629189;16.521796320552145;;366.25280636079094;False
487;MacCD163;Tumor_CD15;400;500.0;7;218.0;36.0;1714.704039571311;4.576883134865688;101.70696474508863;457.50159930099073;36.0;31.42311686513431;14.715846090998266;;366.25280636079094;False
488;MacCD163;Tumor_CD15;500;600.0;8;145.0;23.0;1095.505358615004;3.0442571309886457;83.0006853436678;340.45167759857543;23.0;19.955742869011353;11.451777231469801;;366.25280636079094;False
489;MacCD163;Tumor_CD15;600;700.0;9;30.0;10.0;476.3066776586974;0.6298463029631681;37.7912433097748;118.99157727249946;10.0;9.370153697036832;11.809790802602652;;366.25280636079094;False
490;MacCD163;Tumor_CD15;700;800.0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;366.25280636079094;False
491;MacCD163;Tumor_CD15;800;900.0;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;366.25280636079094;False
492;MacCD163;Tumor_CD15;900;1000.0;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;366.25280636079094;False
493;MacCD163;Tumor_CD15;1000;1100.0;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;366.25280636079094;False
494;MacCD163;Tumor_CD15;1100;1200.0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;366.25280636079094;False
495;MacCD163;Tumor_CD15;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;366.25280636079094;False
496;MacCD163;other;0;50.0;0;84640367.0;10536.0;23464.053347723857;38005833.58281986;;;0.0;-0.0;;;324.7172531292475;False
497;MacCD163;other;50;100.0;1;15620.0;6983.0;15551.393747831786;7013.806078648574;159.31626447841455;15995.161133093223;0.0;-0.0;-0.4306293045021125;;324.7172531292475;False
498;MacCD163;other;100;150.0;2;8176.0;3503.0;7801.307790155341;3671.2470229853225;125.02624324601616;8470.414303750635;0.0;-0.0;-2.9969084899029674;;324.7172531292475;False
499;MacCD163;other;150;200.0;3;4022.0;1906.0;4244.730987164167;1805.9877111603435;91.2885541749202;4236.968117252995;1906.0;100.01228883965655;2.4398566630531486;;324.7172531292475;False
500;MacCD163;other;200;250.0;4;2242.0;1181.0;2630.129745981575;1006.7191567432844;69.27669879013317;2405.1341589645767;1181.0;174.28084325671557;5.602601636047574;;324.7172531292475;False
501;MacCD163;other;250;300.0;5;1047.0;674.0;1501.0223952511274;470.13155981722514;47.84822229052576;1159.6739529688268;674.0;203.86844018277486;9.4888038367316;;324.7172531292475;False
502;MacCD163;other;300;400.0;6;645.0;744.0;1656.9149288825502;289.6225941567433;37.68822399584915;733.748985327042;744.0;454.3774058432567;26.849631571760955;;324.7172531292475;False
503;MacCD163;other;400;500.0;7;218.0;282.0;628.0242069151601;97.88794655220161;21.992317483448527;269.78795004670917;282.0;184.1120534477984;18.643974525365294;;324.7172531292475;False
504;MacCD163;other;500;600.0;8;145.0;98.0;218.2495470839918;65.10895527554695;17.947418134016253;187.26293997853344;98.0;32.89104472445305;4.081341758297805;;324.7172531292475;False
505;MacCD163;other;600;700.0;9;30.0;36.0;80.17330301044598;13.470818332871781;8.171682470771518;49.242841683800805;36.0;22.52918166712822;6.1398987527851085;;324.7172531292475;False
506;MacCD163;other;700;800.0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;324.7172531292475;False
507;MacCD163;other;800;900.0;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;324.7172531292475;False
508;MacCD163;other;900;1000.0;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;324.7172531292475;False
509;MacCD163;other;1000;1100.0;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;324.7172531292475;False
510;MacCD163;other;1100;1200.0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;324.7172531292475;False
511;MacCD163;other;1200;inf;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;324.7172531292475;False
512;Neutrophil;B;0;50.0;0;84617906.0;2.0;2567.822222222222;65906.35852256992;;;0.0;-0.0;;;0.0;False
513;Neutrophil;B;50;100.0;1;3827.0;4.0;5135.644444444444;2.9807359457214067;2141.9763615253396;8870.96887210233;0.0;0.0;0.6109518610712096;;0.0;False
514;Neutrophil;B;100;150.0;2;4199.0;5.0;6419.555555555556;3.2704756300193853;2235.918021753034;9464.18457666999;0.0;0.0;0.9931292354871609;;0.0;False
515;Neutrophil;B;150;200.0;3;4159.0;2.0;2567.822222222222;3.239320825256162;2226.073289199816;9401.002003115704;0.0;-0.0;-0.714791280906004;;0.0;False
516;Neutrophil;B;200;250.0;4;4170.0;1.0;1283.911111111111;3.247888396566048;2228.7865158721083;9418.39116367033;0.0;-0.0;-1.2949149092278955;;0.0;False
517;Neutrophil;B;250;300.0;5;3960.0;1.0;1283.911111111111;3.084325671559125;2176.191168073246;9084.538584398197;0.0;-0.0;-1.2297122275605235;;0.0;False
518;Neutrophil;B;300;400.0;6;7342.0;9.0;11555.2;5.71846441428967;2868.5514269207183;14096.922400315041;0.0;0.0;1.468755261091035;;0.0;False
519;Neutrophil;B;400;500.0;7;5921.0;1.0;1283.911111111111;4.611689975076156;2612.080715955513;12071.980029170834;0.0;-0.0;-1.7752471662012244;;0.0;False
520;Neutrophil;B;500;600.0;8;4926.0;3.0;3851.733333333333;3.836714206590972;2405.2678298545743;10589.972899409642;0.0;-0.0;-0.4466307881944351;;0.0;False
521;Neutrophil;B;600;700.0;9;3843.0;2.0;2567.822222222222;2.993197867626696;2146.1309838870507;8896.752260119221;0.0;-0.0;-0.5941751865807319;;0.0;False
522;Neutrophil;B;700;800.0;10;2948.0;5.0;6419.555555555556;2.296109111049571;1895.2158716093531;7410.8923241265065;0.0;0.0;1.8317467722595782;;0.0;False
523;Neutrophil;B;800;900.0;11;2216.0;1.0;1283.911111111111;1.725976183882581;1654.0922989160347;6111.089701818803;0.0;-0.0;-0.563504763004887;;0.0;False
524;Neutrophil;B;900;1000.0;12;1845.0;4.0;5135.644444444444;1.4370153697036832;1514.3219604826445;5410.955707175097;0.0;0.0;2.1730150723005104;;0.0;False
525;Neutrophil;B;1000;1100.0;13;1570.0;1.0;1283.911111111111;1.2228260869565217;1400.3445607738433;4867.559441660307;0.0;-0.0;-0.20429892535219588;;0.0;False
526;Neutrophil;B;1100;1200.0;14;1207.0;1.0;1283.911111111111;0.9400962337302686;1231.7898720515966;4107.643481973208;0.0;0.0;0.06243849933837532;;0.0;False
527;Neutrophil;B;1200;inf;15;2473.0;3.0;3851.733333333333;1.9261458044862918;1743.3321797319318;6578.233561980251;0.0;0.0;0.7908609439799005;;0.0;False
528;Neutrophil;BnT;0;50.0;0;84617906.0;0.0;0.0;11716.685959567987;;;0.0;-0.0;;;0.0;False
529;Neutrophil;BnT;50;100.0;1;3827.0;0.0;0.0;0.5299086125726945;5080.142997495247;15789.822562125419;0.0;-0.0;-0.7533252512551111;;0.0;False
530;Neutrophil;BnT;100;150.0;2;4199.0;0.0;0.0;0.581417889781224;5302.9452076181215;16686.481672599963;0.0;-0.0;-0.7918241346276381;;0.0;False
531;Neutrophil;BnT;150;200.0;3;4159.0;0.0;0.0;0.5758792578233176;5279.596374250592;16591.499371758015;0.0;-0.0;-0.7877496128840618;;0.0;False
532;Neutrophil;BnT;200;250.0;4;4170.0;0.0;0.0;0.577402381611742;5286.031356320164;16617.65259652486;0.0;-0.0;-0.7888715974062851;;0.0;False
